user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPKAR250403__BPKAR250403.MAGScoT_cleanbin_000004	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.83	0.52	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.79, 0.418; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 96.33, 0.487; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.24, 0.165; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.57, 0.184; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.25, 0.171; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 96.47, 0.561; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.31, 0.318; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.94, 0.173; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 88.08, 0.279	N/A	N/A	N/A	N/A
BPKAR250405__BPKAR250405.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.07	0.596	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 95.23, 0.321; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.68, 0.381; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 97.83, 0.611; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 92.77, 0.296	N/A	N/A	N/A	N/A
BPKAR250406__BPKAR250406.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.71	0.912	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.07, 0.7; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.29, 0.557; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.36, 0.592; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.756	N/A	N/A	N/A	N/A
BPKAR250406__BPKAR250406.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.64	0.748	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103085.1, s__Gilliamella mensalis, 95.0, 94.74, 0.579; GCF_900103255.1, s__Gilliamella bombi, 95.0, 89.65, 0.212; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.9, 0.16; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 89.15, 0.196; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 94.18, 0.552; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 94.65, 0.511; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.52, 0.415; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 89.4, 0.169	N/A	N/A	N/A	N/A
BPVAL240221__BPVAL240221.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.09	0.755	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 94.5, 0.397; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 92.4, 0.272; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 94.19, 0.375; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.17, 0.243	N/A	N/A	N/A	N/A
BPVAL240221__BPVAL240221.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.78	0.852	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.94, 0.432; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.5, 0.7; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 89.98, 0.438; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.88, 0.621	N/A	N/A	N/A	N/A
BPVAL240222__BPVAL240222.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.84	0.886	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.59, 0.682; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.1, 0.731; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.9, 0.571; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.98, 0.538	N/A	N/A	N/A	N/A
BPVAL240222__BPVAL240222.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.54	0.771	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.99, 0.481; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.66, 0.188; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.68, 0.204; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.81, 0.62; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.58, 0.258; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.35, 0.215; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.41, 0.171; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.04, 0.478; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.92, 0.166; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.61, 0.281; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.51, 0.645	N/A	N/A	N/A	N/A
BPVAL240222__BPVAL240222.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.85	0.864	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL240222__BPVAL240222.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.78	0.758	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 86.66, 0.246; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 89.92, 0.367; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.61, 0.198; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 88.08, 0.285; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.33, 0.187; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.83, 0.204; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.65, 0.193; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 89.66, 0.37; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.87, 0.238; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.25, 0.201	N/A	N/A	N/A	N/A
BPVAL240223__BPVAL240223.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.911	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.24, 0.567; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.99, 0.714; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.765; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.44, 0.607	N/A	N/A	N/A	N/A
BPVAL240223__BPVAL240223.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.49	11	0.99036	N/A
BPVAL240223__BPVAL240223.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.9	0.806	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL240224__BPVAL240224.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.92	0.763	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 95.32, 0.551; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 93.4, 0.365; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.02, 0.151; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.82, 0.385; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 91.45, 0.385; GCF_900103255.1, s__Gilliamella bombi, 95.0, 88.58, 0.189; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 88.76, 0.197	N/A	N/A	N/A	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.82	0.913	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.6, 0.592; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.47, 0.566; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.07, 0.711; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.31, 0.765	N/A	N/A	N/A	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.9	0.896	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.91	11	0.99078	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.26	0.718	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.98, 0.186; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.32, 0.184; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.96, 0.23; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.82, 0.205; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 87.46, 0.282; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 88.62, 0.286; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 90.97, 0.399; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.6, 0.172; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.25, 0.448; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.62, 0.171	N/A	N/A	N/A	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.93	0.847	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.28, 0.23; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.81, 0.672; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.25, 0.48; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.53, 0.532; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.38, 0.204; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.96, 0.272; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.56, 0.191; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.4, 0.184; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.63, 0.503; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.71, 0.276; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.51, 0.182	N/A	N/A	N/A	N/A
BPVAL240225__BPVAL240225.MAGScoT_cleanbin_000006	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.59	0.701	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.96, 0.172; GCF_900103255.1, s__Gilliamella bombi, 95.0, 89.16, 0.236; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.55, 0.289; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 94.18, 0.545; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.65, 0.169; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 88.18, 0.164; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 87.01, 0.157; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.51, 0.325; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.33, 0.39	N/A	N/A	N/A	N/A
BPVAL250101__BPVAL250101.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.78	0.957	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.33, 0.512; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.77, 0.722; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.29, 0.777; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 89.76, 0.534	N/A	N/A	N/A	N/A
BPVAL250101__BPVAL250101.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.21	0.702	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.17, 0.421; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.92, 0.165; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 89.02, 0.209; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 92.77, 0.489; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 93.71, 0.397; GCF_900103255.1, s__Gilliamella bombi, 95.0, 89.29, 0.219; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 88.94, 0.164; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 97.22, 0.702	N/A	N/A	N/A	N/A
BPVAL250101__BPVAL250101.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.68	0.707	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL250102__BPVAL250102.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_B	GCF_002777425.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella alvi_B	97.14	0.816	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.86, 0.61; GCF_914768025.1, s__Snodgrassella gandavensis, 95.0, 94.74, 0.862; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.7, 0.606; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 94.01, 0.758; GCF_000600005.1, s__Snodgrassella alvi, 95.0, 82.11, 0.164	N/A	N/A	N/A	N/A
BPVAL250102__BPVAL250102.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella apicola_H	GCF_001690525.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella apicola_H	95.36	0.783	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.21, 0.284; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.75, 0.643; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 94.56, 0.764; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 84.95, 0.38; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.53, 0.16; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.64, 0.241; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 89.71, 0.491; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.46, 0.296; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.77, 0.289; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.13, 0.389; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.92, 0.601; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.0, 0.251	N/A	N/A	N/A	N/A
BPVAL250102__BPVAL250102.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.39	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL250102__BPVAL250102.MAGScoT_cleanbin_000004	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	97.74	0.941	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPVAL250102__BPVAL250102.MAGScoT_cleanbin_000005	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	GCF_001619615.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	98.58	0.811	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_020781835.1, s__Microbacterium testaceum_H, 95.0, 90.99, 0.177; GCF_005774735.1, s__Microbacterium sp005774735, 95.0, 90.46, 0.181; GCF_049739645.1, s__Microbacterium sp049739645, 95.0, 95.09, 0.606; GCF_900156455.1, s__Microbacterium sp900156455, 95.0, 90.96, 0.233; GCF_029639405.1, s__Microbacterium sp001984105, 95.0, 91.05, 0.262; GCF_000333395.1, s__Microbacterium sp000333395, 95.0, 94.9, 0.515; GCF_047238045.1, s__Microbacterium sp047238045, 95.0, 90.51, 0.236; GCF_004022425.1, s__Microbacterium enclense_A, 95.0, 90.04, 0.193	N/A	N/A	N/A	N/A
BPVAL250103__BPVAL250103.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.918	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.53, 0.586; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.35, 0.574; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.66, 0.727; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.798	N/A	N/A	N/A	N/A
BPVAL250103__BPVAL250103.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.09	0.841	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 86.04, 0.183; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.24, 0.194; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.81, 0.209; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.01, 0.488; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.04, 0.228; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.79, 0.269; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.78, 0.19; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 94.55, 0.621; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.25, 0.285; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.87, 0.496; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.33, 0.484	N/A	N/A	N/A	N/A
